"","Study_ID","Location_ID","Study_Specific_Location_ID","Field_Collection_Type","Field_Collector","Field_Collection_Start_Date","Field_Collection_Start_Time","Field_Collection_End_Date","Field_Collection_End_Time","Field_Collection_Comment","Field_Collection_Area","Field_Collection_Area_Units","Field_Collection_Reference_Point","Field_Collection_Upper_Depth","Field_Collection_Lower_Depth","Field_Collection_Depth_Units","Well_Water_Level_Measuring_Point_or_TOC_ID","Sample_ID","Sample_Field_Replicate_ID","Sample_Replicate_Flag","Sample_Sub_ID","Sample_Composite_Flag","Storm_Event_Qualifier","Sample_Matrix","Sample_Source","Sample_Use","Sample_Collection_Method","Sample_Preparation_Method","Sample_Method_Other","Sample_Taxon_Name","Sample_Taxon_TSN","Sample_Tissue_Type","Sample_Percent_Sorted","Result_Parameter_Name","Result_Parameter_CAS_Number","Lab_Analysis_Date","Lab_Analysis_Date_Accuracy","Lab_Analysis_Time","Result_Value","Result_Value_Units","Result_Reporting_Limit","Result_Reporting_Limit_Type","Result_Detection_Limit","Result_Detection_Limit_Type","Result_Data_Qualifier","Fraction_Analyzed","Field_Filtered_Flag","Result_Basis","Digestion_Method","Water_Level_Accuracy","Result_Method","Result_Comment","Result_Additional_Comment","Result_Lab_Replicate_ID","Result_Lab_Name","Result_Validation_Level","Result_Taxon_Name","Result_Taxon_TSN","Result_Taxon_Unidentified_Species","Result_Taxon_Life_Stage","QC_Blank_Type","QC_Blank_Censor_Factor","Lab_Batch_ID","Lab_GC_Column_ID"
"84","Ambient Monitoring","08EVA3637","08EVA3637","Sample","GovLocal","8/20/2020",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08EVA3637_20",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,40,"Number of Individual Organisms",NA,44196,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","Orthocladiinae Genus 5 (Coffman and Ferrington)","08EVA3637_20",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"85","Ambient Monitoring","08ISS4573","08ISS4573","Sample","GovLocal","8/1/2018",NA,NA,NA,"Sulfur smell.",8,"ft2",NA,NA,NA,NA,NA,"08ISS4573_18",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,20,"Number of Individual Organisms",NA,43465,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","08ISS4573_18",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"86","Ambient Monitoring","08ISS4573","08ISS4573","Sample","GovLocal","8/1/2018",NA,NA,NA,"Sulfur smell.",8,"ft2",NA,NA,NA,NA,NA,"08ISS4573_18",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,20,"Number of Individual Organisms",NA,43465,"U",NA,2,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","08ISS4573_18",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Pupa",NA,NA,NA,NA
"87","Ambient Monitoring","08ISS4573","08ISS4573","Sample","GovLocal","8/1/2018",NA,NA,NA,"Sulfur smell.",8,"ft2",NA,NA,NA,NA,NA,"08ISS4573_18",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,20,"Number of Individual Organisms",NA,43465,"U",NA,11,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","Orthocladiinae Genus 5 (Coffman and Ferrington)","08ISS4573_18",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"88","Ambient Monitoring","08ISS4573","08ISS4573","Sample","GovLocal","8/1/2018",NA,NA,NA,"Sulfur smell.",8,"ft2",NA,NA,NA,NA,NA,"08ISS4573_18",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,20,"Number of Individual Organisms",NA,43465,"U",NA,2,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","Orthocladiinae Genus 5 (Coffman and Ferrington)","08ISS4573_18",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Pupa",NA,NA,NA,NA
"89","Ambient Monitoring","08ISS4730","08ISS4730","Sample","GovLocal","7/29/2019",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08ISS4730_19",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,70,"Number of Individual Organisms",NA,43830,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","08ISS4730_19",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"90","Ambient Monitoring","08ISS4730","08ISS4730","Sample","GovLocal","7/29/2019",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08ISS4730_19",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,70,"Number of Individual Organisms",NA,43830,"U",NA,2,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","08ISS4730_19",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"91","Ambient Monitoring","08ISS4735","08ISS4735","Sample","GovLocal","8/10/2022",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08ISS4735_22",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,100,"Number of Individual Organisms",NA,44926,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","08ISS4735_22",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"92","Ambient Monitoring","08ISS4735","08ISS4735","Sample","GovLocal","8/10/2022",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08ISS4735_22",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,100,"Number of Individual Organisms",NA,44926,"U",NA,2,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","08ISS4735_22",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"93","Ambient Monitoring","08NOR2306","08NOR2306","Sample","GovLocal","8/18/2022",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08NOR2306_22",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,20,"Number of Individual Organisms",NA,44926,"U",NA,2,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","08NOR2306_22",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"94","Ambient Monitoring","08NOR2306","08NOR2306","Sample","GovLocal","8/18/2022",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08NOR2306_22",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,20,"Number of Individual Organisms",NA,44926,"U",NA,4,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","08NOR2306_22",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"95","Ambient Monitoring","08SAM3045","08SAM3045","Sample","GovLocal","8/23/2023",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08SAM3045_23",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,100,"Number of Individual Organisms",NA,45291,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","08SAM3045_23",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Pupa",NA,NA,NA,NA
"96","Ambient Monitoring","08SAM3045","08SAM3045","Sample","GovLocal","8/23/2023",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08SAM3045_23",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,100,"Number of Individual Organisms",NA,45291,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","Orthocladiinae Genus 5 (Coffman and Ferrington)","08SAM3045_23",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Pupa",NA,NA,NA,NA
"97","Ambient Monitoring","08SAM3045","08SAM3045","Sample","GovLocal","9/30/2020",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08SAM3045_20",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,73.33,"Number of Individual Organisms",NA,44196,"U",NA,2,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","08SAM3045_20",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"98","Ambient Monitoring","08SAM3045","08SAM3045","Sample","GovLocal","9/30/2020",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08SAM3045_20",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,73.33,"Number of Individual Organisms",NA,44196,"U",NA,4,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","Orthocladiinae Genus 5 (Coffman and Ferrington)","08SAM3045_20",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"99","Ambient Monitoring","08SAM3045","08SAM3045","Sample","GovLocal","8/5/2015",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08SAM3045_15",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,73.33,"Number of Individual Organisms",NA,42369,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","08SAM3045_15",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"100","Ambient Monitoring","08SAM3045","08SAM3045","Sample","GovLocal","8/5/2015",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08SAM3045_15",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,73.33,"Number of Individual Organisms",NA,42369,"U",NA,4,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","Orthocladiinae Genus 5 (Coffman and Ferrington)","08SAM3045_15",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"101","Ambient Monitoring","08SAM2674","08SAM2674","Sample","GovLocal","9/16/2024",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08SAM2674_24",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,30,"Number of Individual Organisms",NA,45657,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","08SAM2674_24",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Pupa",NA,NA,NA,NA
"102","Ambient Monitoring","08SAM2674","08SAM2674","Sample","GovLocal","9/16/2024",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08SAM2674_24",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,30,"Number of Individual Organisms",NA,45657,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","Orthocladiinae Genus 5 (Coffman and Ferrington)","08SAM2674_24",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Pupa",NA,NA,NA,NA
"103","Ambient Monitoring","08SAM2674","08SAM2674","Sample","GovLocal","8/26/2021",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08SAM2674_21",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,43.33,"Number of Individual Organisms",NA,44561,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","08SAM2674_21",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"104","Ambient Monitoring","08SAM2674","08SAM2674","Sample","GovLocal","8/26/2021",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08SAM2674_21",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,43.33,"Number of Individual Organisms",NA,44561,"U",NA,5,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","08SAM2674_21",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"105","Ambient Monitoring","08SAM2674","08SAM2674","Sample","GovLocal","8/26/2021",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08SAM2674_21",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,43.33,"Number of Individual Organisms",NA,44561,"U",NA,86,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","Orthocladiinae Genus 5 (Coffman and Ferrington)","08SAM2674_21",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"106","Ambient Monitoring","08SAM2674","08SAM2674","Sample","GovLocal","8/6/2019",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08SAM2674_19",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,33.33,"Number of Individual Organisms",NA,43830,"U",NA,3,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","08SAM2674_19",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Pupa",NA,NA,NA,NA
"107","Ambient Monitoring","08SAM2674","08SAM2674","Sample","GovLocal","8/6/2019",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08SAM2674_19",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,33.33,"Number of Individual Organisms",NA,43830,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","Orthocladiinae Genus 5 (Coffman and Ferrington)","08SAM2674_19",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Pupa",NA,NA,NA,NA
"108","Ambient Monitoring","08SAM2674","08SAM2674","Sample","GovLocal","8/27/2015",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08SAM2674_15",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,56.67,"Number of Individual Organisms",NA,42369,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","08SAM2674_15",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Pupa",NA,NA,NA,NA
"109","Ambient Monitoring","08SAM2674","08SAM2674","Sample","GovLocal","8/27/2015",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08SAM2674_15",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,56.67,"Number of Individual Organisms",NA,42369,"U",NA,2,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","Orthocladiinae Genus 5 (Coffman and Ferrington)","08SAM2674_15",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Pupa",NA,NA,NA,NA
"110","Ambient Monitoring","09BLA0768","09BLA0768","Sample","GovLocal","8/28/2019",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"09BLA0768_19",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,30,"Number of Individual Organisms",NA,43830,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09BLA0768_19",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"111","Ambient Monitoring","09BLA0768","09BLA0768","Sample","GovLocal","8/28/2019",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"09BLA0768_19",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,30,"Number of Individual Organisms",NA,43830,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09BLA0768_19",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"112","Ambient Monitoring","09DEE2208","09DEE2208","Sample","GovLocal","9/13/2023",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"09DEE2208_23",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,10,"Number of Individual Organisms",NA,45291,"U",NA,3,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09DEE2208_23",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"113","Ambient Monitoring","09DEE2208","09DEE2208","Sample","GovLocal","9/13/2023",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"09DEE2208_23",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,10,"Number of Individual Organisms",NA,45291,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09DEE2208_23",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"114","Ambient Monitoring","09COV1418","09COV1418","Sample","GovLocal","8/21/2024",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"09COV1418_24",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,10,"Number of Individual Organisms",NA,45657,"U",NA,4,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09COV1418_24",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"115","Ambient Monitoring","09COV1418","09COV1418","Sample","GovLocal","8/21/2024",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"09COV1418_24",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,10,"Number of Individual Organisms",NA,45657,"U",NA,23,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09COV1418_24",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"116","Ambient Monitoring","09COV1418","09COV1418","Sample","GovLocal","9/20/2022",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"09COV1418_22",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,6.67,"Number of Individual Organisms",NA,44926,"U",NA,12,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09COV1418_22",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"117","Ambient Monitoring","09COV1418","09COV1418","Sample","GovLocal","9/20/2022",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"09COV1418_22",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,6.67,"Number of Individual Organisms",NA,44926,"U",NA,6,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09COV1418_22",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"118","Ambient Monitoring","09COV1756","09COV1756","Sample","GovLocal","9/26/2024",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"09COV1756_24",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,6.67,"Number of Individual Organisms",NA,45657,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09COV1756_24",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"119","Ambient Monitoring","09COV1756","09COV1756","Sample","GovLocal","9/26/2024",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"09COV1756_24",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,6.67,"Number of Individual Organisms",NA,45657,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09COV1756_24",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"120","Ambient Monitoring","09DEE2211","09DEE2211","Sample","GovLocal","8/8/2024",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"09DEE2211_24",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,13.33,"Number of Individual Organisms",NA,45657,"U",NA,23,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09DEE2211_24",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"121","Ambient Monitoring","09DEE2211","09DEE2211","Sample","GovLocal","8/8/2024",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"09DEE2211_24",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,13.33,"Number of Individual Organisms",NA,45657,"U",NA,19,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09DEE2211_24",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"122","Ambient Monitoring","09DEE2211","09DEE2211","Sample","GovLocal","8/22/2023",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"09DEE2211_23",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,16.67,"Number of Individual Organisms",NA,45291,"U",NA,4,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09DEE2211_23",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"123","Ambient Monitoring","09DEE2211","09DEE2211","Sample","GovLocal","8/22/2023",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"09DEE2211_23",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,16.67,"Number of Individual Organisms",NA,45291,"U",NA,25,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09DEE2211_23",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"124","Ambient Monitoring","09DEE2211","09DEE2211","Sample","GovLocal","7/28/2021",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"09DEE2211_21",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,13.33,"Number of Individual Organisms",NA,44561,"U",NA,2,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09DEE2211_21",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"125","Ambient Monitoring","09DEE2211","09DEE2211","Sample","GovLocal","7/28/2021",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"09DEE2211_21",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,13.33,"Number of Individual Organisms",NA,44561,"U",NA,4,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09DEE2211_21",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"126","Ambient Monitoring","09MID1744","09MID1744","Sample","GovLocal","8/8/2023",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"09MID1744_23",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,36.67,"Number of Individual Organisms",NA,45291,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","09MID1744_23",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
